관리번호,사업장명,category,업태구분명,위생업태명,도로명주소,지번주소,전화,인허가일자,영업상태,hub,existing_slug,status
3220000-211-2021-00105,리베르신사,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로156길 27, 지상5층 (신사동)",서울특별시 강남구 신사동 517-8,,2021-11-17,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2021-00110,우성,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, 지상2층 204호 B10호 (신사동)",서울특별시 강남구 신사동 504-11,,2021-11-25,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2021-00111,엘리헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, 지상2층 204호 B08호 (신사동)",서울특별시 강남구 신사동 504-11,,2021-12-03,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2021-00116,러프 신사본점,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로162길 41-20, 지하1층 (신사동)",서울특별시 강남구 신사동 524-1,,2021-12-21,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2021-00118,뉴이드헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로154길 34, 1층 (신사동, 킴스하우스)",서울특별시 강남구 신사동 515-2 킴스하우스,,2021-10-08,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2021-00123,유잇다붙임머리,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로152길 17, 4층 (신사동)",서울특별시 강남구 신사동 512-16,0623747467,2021-08-13,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00008,아반트헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로161길 15-4, 신사동 S빌딩 지상2층 (신사동)",서울특별시 강남구 신사동 662-13 신사동 S빌딩,025457036,2022-01-14,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00010,미랑,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, 지상2층 204호 B05호 (신사동)",서울특별시 강남구 신사동 504-11,,2022-02-04,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00011,마루니,salon,일반미용업,일반미용업,"서울특별시 강남구 논현로155길 8, 지하1층 (신사동)",서울특별시 강남구 신사동 565-19,,2022-02-07,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00014,그날,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로157길 23-4, 3층 (신사동)",서울특별시 강남구 신사동 657-12,,2022-02-23,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00016,깔살롱,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로156길 31, 2층 (신사동)",서울특별시 강남구 신사동 517-10,,2022-03-07,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00018,피피피(PPP),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로49길 10-3, 지상3층 (신사동)",서울특별시 강남구 신사동 653-12,,2022-03-08,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00019,코스모 센트(COSMO SCENT),salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로162길 49, 지하1층 (청담동)",서울특별시 강남구 청담동 80-15,,2022-03-15,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00025,미정헤어스튜디오,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, SINSA SQUARE 지상2층 204호 C01호 (신사동)",서울특별시 강남구 신사동 504-11 SINSA SQUARE,,2022-03-28,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00027,더블유티메소드 클래시 압구정점,salon,일반미용업,일반미용업,"서울특별시 강남구 논현로168길 20, 2층 201호 (신사동)",서울특별시 강남구 신사동 600-3,025425999,2022-03-28,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00040,스파에끌림,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로 722, 유진빌딩 지상2층 202호 (청담동)",서울특별시 강남구 청담동 40-1 유진빌딩,,2022-05-27,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00044,살롱아무(AMOO),salon,일반미용업,일반미용업,"서울특별시 강남구 영동대로141길 24, 지상1층 (청담동, 원테라스)",서울특별시 강남구 청담동 55-18 원테라스,,2022-06-02,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00052,언노운(UNKNOWN),salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로152길 40, 석천빌딩 지상6층 (신사동)",서울특별시 강남구 신사동 537 석천빌딩,,2022-06-21,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00058,라메종,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로55길 49, 지하1층 (청담동)",서울특별시 강남구 청담동 84-21,025123002,2022-08-03,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00063,김찬 헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, SINSA SQUARE 지상2층 204호 B09호 (신사동)",서울특별시 강남구 신사동 504-11 SINSA SQUARE,,2022-09-19,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00065,프리티살롱 청담,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로67길 30, 지상4층 (청담동)",서울특별시 강남구 청담동 81-7,,2022-09-21,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00068,씬스페이스,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로2길 53, 지상4층 (신사동)",서울특별시 강남구 신사동 516 국제빌딩,,2022-09-29,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00070,유밍(uming),salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로155길 25, 지상2층 (신사동)",서울특별시 강남구 신사동 656-2,,2022-10-07,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00073,뉴어스,salon,일반미용업,일반미용업,"서울특별시 강남구 가로수길 49, 지상3층 (신사동)",서울특별시 강남구 신사동 534-13,,2022-10-17,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00082,탐나도다헤어 앤 강남붙임머리 메이크업,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로81길 45, 지상4층 (청담동)",서울특별시 강남구 청담동 100-7,0220392524,2022-11-21,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2022-00088,아베르,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로132길 41, 지상1층 101호 (청담동)",서울특별시 강남구 청담동 36-3,,2022-12-27,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00007,라시옹,salon,일반미용업,일반미용업,"서울특별시 강남구 영동대로131길 16, 지상1층 1호 (청담동)",서울특별시 강남구 청담동 70-11,,2023-01-30,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00018,멜르헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 삼성로 763, 지상3층 306호 (청담동)",서울특별시 강남구 청담동 7-20,,2023-03-16,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00019,보메(BOME)헤어살롱,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로 156, 카로시티2빌딩 지하1층 B105호 (신사동)",서울특별시 강남구 신사동 579 카로시티2빌딩,,2023-03-22,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00020,보메(BOME)헤어살롱,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로 156, 카로시티2빌딩 지하1층 105호 (신사동)",서울특별시 강남구 신사동 579 카로시티2빌딩,,2023-03-22,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00024,위라이크 아뜰리에,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, SINSA SQUARE 지상2층 204호 B01호 (신사동)",서울특별시 강남구 신사동 504-11 SINSA SQUARE,,2023-04-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00030,로얄에이치엠와아(RoyalHMWaaH),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로85길 40-8, 지상1층 (청담동)",서울특별시 강남구 청담동 111-8,,2023-04-24,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00042,어닛 헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, SINSA SQUARE 지상2층 204호 D01호 (신사동)",서울특별시 강남구 신사동 504-11 SINSA SQUARE,,2023-06-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00055,이스트엔드(EastAnd),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로78길 13, 지상2층 (청담동)",서울특별시 강남구 청담동 7-4,,2023-06-30,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00060,오르에르 앳 청담,salon,일반미용업,일반미용업,"서울특별시 강남구 삼성로149길 3-10, 지상1층 (청담동)",서울특별시 강남구 청담동 7-29,,2023-07-11,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00063,더연,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로81길 39, J.J 홀딩스 2층 (청담동)",서울특별시 강남구 청담동 100-21 J.J 홀딩스,,2023-08-04,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00066,누플로헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로14길 24, 지상2층 201호 (신사동)",서울특별시 강남구 신사동 547-12,,2023-08-11,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00068,오버마스,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로79길 56, 아름다운빌딩 1,2층 (청담동)",서울특별시 강남구 청담동 125-6 아름다운빌딩,,2023-08-21,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00077,헤어 바이 강,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로89길 29, 지상1층 103호 (청담동)",서울특별시 강남구 청담동 109-29,,2023-09-06,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00078,아데르,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로 833, 지상2층 S10호 (신사동)",서울특별시 강남구 신사동 664-10,,2023-09-13,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00080,벨로나,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로37길 13, 4층 (신사동)",서울특별시 강남구 신사동 589-17,,2023-09-15,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00081,데얼 씨(There-C),salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로158길 14-2, 지상5층 (청담동)",서울특별시 강남구 청담동 88-19,,2023-09-15,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00082,로렌파크(LAUREN PARK),salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로 113, 2층 202,203호 (압구정동, 미성아파트)",서울특별시 강남구 압구정동 408 미성아파트,,2023-09-15,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00086,디엘(D'el),salon,일반미용업,일반미용업,"서울특별시 강남구 언주로172길 62, 2층 (신사동)",서울특별시 강남구 신사동 663-18,,2023-10-04,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00090,아브라보(ABB LABO),salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로158길 14-1, 지하1, 지상1, 지상2층 (청담동)",서울특별시 강남구 청담동 88-25,,2023-10-13,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00095,디오니(DIONY),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로53길 10, 지상2층 (신사동)",서울특별시 강남구 신사동 666-20,,2023-10-25,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00107,오초 헤어하우스(ocho HAIRHAUS),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로1길 10, 4층 501호 (신사동)",서울특별시 강남구 신사동 512-21,,2023-11-29,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2023-00111,에스토브,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로53길 10, 지하1층 (신사동)",서울특별시 강남구 신사동 666-20,,2023-12-13,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00009,프랑스2층(PRANCE),salon,일반미용업,일반미용업,"서울특별시 강남구 언주로172길 28, 지상2층 (신사동)",서울특별시 강남구 신사동 643-10 오리엔탈빌딩,,2024-01-31,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00011,비오른,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로 710, 청율빌딩 지상2층 (청담동)",서울특별시 강남구 청담동 40-29 청율빌딩,,2024-02-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00020,동방의미용사,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로 159, 춘곡빌딩 4층 (신사동)",서울특별시 강남구 신사동 561-30 춘곡빌딩,025456668,2024-03-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00021,뮤에르 청담,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로49길 9, 지상3층 (신사동)",서울특별시 강남구 신사동 651-19,,2024-03-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00023,Minev(미네브),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로11길 43, 지상2층 (신사동)",서울특별시 강남구 신사동 519-15,,2024-03-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00025,루브아,salon,일반미용업,일반미용업,"서울특별시 강남구 언주로170길 16, 지상4층 (신사동)",서울특별시 강남구 신사동 644,,2024-03-18,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00029,에이수비청담 붙임머리,salon,일반미용업,일반미용업,"서울특별시 강남구 영동대로131길 14, 지상2층 201호 (청담동, 청담동테라스)",서울특별시 강남구 청담동 70-16 청담동테라스,,2024-04-02,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00030,햇츠오프,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로 309, 비동 지상1층 107호 (압구정동, 현대아파트)",서울특별시 강남구 압구정동 481 현대아파트,,2024-04-04,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00038,코르브(CORVE),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로15길 41, 지상2층 (신사동)",서울특별시 강남구 신사동 545-8,,2024-04-30,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00043,멈(mum),salon,일반미용업,일반미용업,"서울특별시 강남구 언주로174길 29, 2층 (신사동)",서울특별시 강남구 신사동 639-7,,2024-05-09,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00046,해피니언 압구정로데오역점,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로54길 6, 4층 (신사동)",서울특별시 강남구 신사동 661-7,025113770,2024-05-14,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00048,도노이(DONOI),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로1길 62, 지하2층 202호 (신사동)",서울특별시 강남구 신사동 506,,2024-05-20,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00051,모어온헤어 도산공원점,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로153길 12, 지상2층 (신사동)",서울특별시 강남구 신사동 655-8,,2024-05-27,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00054,케이헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, SINSA SQUARE 지상2층 204호 [B02]호 (신사동)",서울특별시 강남구 신사동 504-11 SINSA SQUARE,,2024-05-31,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00058,하우트,salon,일반미용업,일반미용업,"서울특별시 강남구 논현로 841, 제이비 미소 빌딩 지하1층 제비101호 (신사동)",서울특별시 강남구 신사동 583-3 제이비 미소 빌딩,,2024-06-04,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00063,압구정사우나미용실,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로30길 23, 지하2층 (신사동)",서울특별시 강남구 신사동 609-1,,2024-06-13,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00073,청담이수,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로 461, 네이처 포엠 지하1층 B111호 (청담동)",서울특별시 강남구 청담동 118-17 네이처 포엠,,2024-07-15,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00075,바른모 강남본점,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로 214, 현대종합상가빌딩 지상3층 302호 (신사동)",서울특별시 강남구 신사동 615 현대종합상가빌딩,,2024-07-17,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00078,루보 헤어(LUBO),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로1길 26-5, 지하1층 (신사동)",서울특별시 강남구 신사동 509-5,,2024-07-24,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00080,써니스힐 헤어&헤드스파,salon,일반미용업,일반미용업,"서울특별시 강남구 논현로159길 34, 지상1층 (신사동)",서울특별시 강남구 신사동 552-19,,2024-08-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00082,에이영살롱,salon,일반미용업,일반미용업,"서울특별시 강남구 논현로159길 54, 2층 일부호 (신사동)",서울특별시 강남구 신사동 551-7,025452951,2024-08-26,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00083,소프청담(SOP),salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로68길 15, 리즈빌딩 지하1층 (청담동)",서울특별시 강남구 청담동 17-2 리즈빌딩,,2024-08-28,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00092,새롬헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로25길 23, 지상1층 103호 (신사동)",서울특별시 강남구 신사동 558-7,025471955,2024-09-24,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00093,인플러,salon,일반미용업,일반미용업,"서울특별시 강남구 언주로172길 66, 3층 (신사동)",서울특별시 강남구 신사동 663-27,,2024-09-25,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00098,에이바헤어 강남신사점,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로162길 41-22, 2층 201호 (신사동, 오로라빌)",서울특별시 강남구 신사동 524 오로라빌,025454777,2024-10-29,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2024-00099,서:로 코리아,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로 833, 2층 D4-1호 (신사동)",서울특별시 강남구 신사동 664-10,,2024-11-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00002,키오프(KEYOF),salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로161길 21-4, 2층 (신사동)",서울특별시 강남구 신사동 662-7,,2025-01-08,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00013,헤어바이카일,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로 151, 현대상가 제1동 2층 2-1호 (압구정동, 현대아파트)",서울특별시 강남구 압구정동 426 현대아파트,,2025-03-06,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00018,위에뜰헤어 압구정점,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로161길 15, 지상2층 (신사동)",서울특별시 강남구 신사동 662-15,,2025-03-19,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00019,차홍룸 삼성점,salon,일반미용업,일반미용업,"서울특별시 강남구 영동대로 701, W TOWER 지상2층 (청담동)",서울특별시 강남구 청담동 72-7 W TOWER,025153658,2025-03-24,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00020,리안헤어 블랙 압구정로데오점,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로157길 25, 3층 (신사동)",서울특별시 강남구 신사동 657-11,,2025-03-26,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00021,예인하다,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로 323, 씨네시티빌딩 지상4층 A-2호 (신사동)",서울특별시 강남구 신사동 651-21 씨네시티빌딩,,2025-03-26,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00022,마이부티,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로60길 26, 지상5층 (청담동)",서울특별시 강남구 청담동 83-21,,2025-03-31,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00025,메종 드 초이,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로 833, 2층 D3호 (신사동)",서울특별시 강남구 신사동 664-10,,2025-04-09,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00028,청담헤어스튜디오,salon,일반미용업,일반미용업,"서울특별시 강남구 삼성로147길 32, 지상1층 102호 (청담동)",서울특별시 강남구 청담동 11-41,,2025-04-18,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00034,리프청담,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로67길 26, 지하1층 일부호 (청담동)",서울특별시 강남구 청담동 81-5,,2025-05-07,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00035,에이바헤어 압구정로데오점,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로50길 7, 정동상가 지상2층 17호 (신사동)",서울특별시 강남구 신사동 661-18 정동상가,,2025-05-07,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00036,비주얼살롱 강남신사점,salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로160길 10, 지상2층 (신사동)",서울특별시 강남구 신사동 508-1,,2025-05-09,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00038,디하문 바이 공주,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로148길 52-10, 3층 (청담동)",서울특별시 강남구 청담동 19-36,,2025-05-15,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00044,팁노씨(Tip-Nosee),salon,일반미용업,일반미용업,"서울특별시 강남구 삼성로140길 9, 설헌빌딩 4층 (청담동)",서울특별시 강남구 청담동 63-27 설헌빌딩,,2025-06-02,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00045,루미에르#,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로161길 22, 2층 (신사동)",서울특별시 강남구 신사동 661-15,,2025-06-02,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00046,해피니언 청담점,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로55길 45, 십이.이.사.칠빌딩 2층 (청담동)",서울특별시 강남구 청담동 84-24 십이.이.사.칠빌딩,,2025-06-04,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00047,해피니언 강남구청 스타트점,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로 714, 도시빌딩 지상2층 (청담동)",서울특별시 강남구 청담동 40-25 도시빌딩,,2025-06-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00048,미네뜨(Minette),salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로 652, SINSA SQUARE 2층 204호 중 B03호 (신사동)",서울특별시 강남구 신사동 504-11 SINSA SQUARE,,2025-06-11,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00051,온야드 헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로53길 19, 2층 (신사동)",서울특별시 강남구 신사동 654-7,,2025-06-13,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00054,해피니언 도산비전점,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로46길 32, 삼일빌딩 5층 (신사동)",서울특별시 강남구 신사동 644-22 삼일빌딩,,2025-06-18,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00055,헤어뷰티 갤러리,salon,일반미용업,일반미용업,"서울특별시 강남구 학동로101길 33, 청담상가 2층 202-6호 (청담동)",서울특별시 강남구 청담동 132-3 청담상가,025430903,2025-06-18,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00058,엣트(AT.t),salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로156길 46, 지상4층 (신사동)",서울특별시 강남구 신사동 536,,2025-06-24,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00062,에뮤(EMU)붙임머리,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로42길 13, 지하1층 1호 (신사동)",서울특별시 강남구 신사동 640-9,,2025-07-14,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00065,깔살롱,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로157길 14-8, 3층 (신사동)",서울특별시 강남구 신사동 663-21,,2025-07-29,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00071,무드컬렉트 블랙 가로수길점,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로17길 23, 2층 203호 (신사동)",서울특별시 강남구 신사동 543-3,,2025-08-28,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00076,리티티(Rititi),salon,일반미용업,일반미용업,"서울특별시 강남구 강남대로158길 28, 2층 (신사동)",서울특별시 강남구 신사동 517-21,,2025-09-05,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00078,먼슬리서울 신사,salon,일반미용업,일반미용업,"서울특별시 강남구 도산대로15길 34, 1층 (신사동)",서울특별시 강남구 신사동 544-13,,2025-09-08,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00084,누이(NU:E),salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로18길 15, 지상1층 102호 (신사동)",서울특별시 강남구 신사동 568-1,,2025-10-10,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00100,오브뉴,salon,일반미용업,일반미용업,"서울특별시 강남구 학동로55길 12, 302호 (청담동)",서울특별시 강남구 청담동 38-27,,2025-11-10,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00112,권홍헤어살롱,salon,일반미용업,일반미용업,"서울특별시 강남구 압구정로14길 7, 지상2층 (신사동)",서울특별시 강남구 신사동 550,,2025-12-18,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2025-00117,비오른 헤어,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로161길 8, 3층 (신사동)",서울특별시 강남구 신사동 664-2,,2025-12-30,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2026-00003,월묘,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로 833, 2층 S08호 (신사동)",서울특별시 강남구 신사동 664-10,,2026-01-15,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2026-00007,허뮤즈 청담,salon,일반미용업,일반미용업,"서울특별시 강남구 언주로168길 19, 지상2층 (신사동)",서울특별시 강남구 신사동 644-7,,2026-02-02,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2026-00008,나이스가이 청담역점,salon,일반미용업,일반미용업,"서울특별시 강남구 학동로101길 11, 엘프론트청담 1층 101호 (청담동)",서울특별시 강남구 청담동 132-16,,2026-02-09,영업,gangnam-cheongdam,,PENDING_REVIEW
3220000-211-2026-00013,마크 아뜰리에,salon,일반미용업,일반미용업,"서울특별시 강남구 선릉로 833, 2층 S6호 (신사동)",서울특별시 강남구 신사동 664-10,025113234,2026-02-25,영업,gangnam-cheongdam,,PENDING_REVIEW
