관리번호,사업장명,category,업태구분명,위생업태명,도로명주소,지번주소,전화,인허가일자,영업상태,hub,existing_slug,status
3010000-212-2023-00005,이혜경 에스테틱,facial,피부미용업,피부미용업,"서울특별시 중구 명동길 55, 5층 (명동1가)",서울특별시 중구 명동1가 7-1,,2023-03-14,영업,myeongdong,,PENDING_REVIEW
3010000-212-2023-00006,명동뷰티,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 32, 7층 (충무로2가)",서울특별시 중구 충무로2가 62-1,,2023-03-29,영업,myeongdong,myeongdong-beauty-skyview-spa,PENDING_REVIEW
3010000-212-2023-00007,에스튜 데 뽀(ETUDES DE PEAU),facial,피부미용업,피부미용업,"서울특별시 중구 수표로 15, 2층 202호 (충무로2가)",서울특별시 중구 충무로2가 49-5,,2023-04-03,영업,myeongdong,,PENDING_REVIEW
3010000-212-2023-00008,아드레포,facial,피부미용업,피부미용업,"서울특별시 중구 명동7가길 20, 3층 (을지로2가)",서울특별시 중구 을지로2가 199-58,,2023-04-04,영업,myeongdong,,PENDING_REVIEW
3010000-212-2023-00009,명동휴식,facial,피부미용업,피부미용업,"서울특별시 중구 명동10길 35-3, 삼영타워 4층 (충무로2가)",서울특별시 중구 충무로2가 3-35 삼영타워,,2023-04-07,영업,myeongdong,,PENDING_REVIEW
3010000-212-2023-00014,난다 아로마,facial,피부미용업,피부미용업,"서울특별시 중구 명동길 25-6, 2층 (명동1가)",서울특별시 중구 명동1가 54-16,,2023-11-01,영업,myeongdong,,PENDING_REVIEW
3010000-212-2024-00001,더벨스파,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로13길 20, 현대시티아울렛 지하1층 (을지로6가)",서울특별시 중구 을지로6가 17-2 현대시티타워,0222832132,2024-01-30,영업,myeongdong,,PENDING_REVIEW
3010000-212-2024-00003,탑브로우 명동2호점,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 41-1, 2층 201호 (명동2가)",서울특별시 중구 명동2가 1-21,,2024-02-23,영업,myeongdong,,PENDING_REVIEW
3010000-212-2024-00005,모리노아사,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 48, 5층 (충무로2가)",서울특별시 중구 충무로2가 61-9,023184066,2024-03-25,영업,myeongdong,,PENDING_REVIEW
3010000-212-2024-00006,르엘브로우,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로 263, 밀리오레상가건물 13층 3-2호 (을지로6가)",서울특별시 중구 을지로6가 18-185 밀리오레상가건물,,2024-04-11,영업,myeongdong,,PENDING_REVIEW
3010000-212-2024-00007,서울티비씨,facial,피부미용업,피부미용업,"서울특별시 중구 명동4길 21, 4층 (명동2가)",서울특별시 중구 명동2가 54-31,,2024-05-14,영업,myeongdong,,PENDING_REVIEW
3010000-212-2024-00009,트리옹프 에스테틱,facial,피부미용업,피부미용업,"서울특별시 중구 명동9길 16, 명동센트럴빌딩 1층 (명동1가)",서울특별시 중구 명동1가 10-1 명동센트럴빌딩,,2024-10-23,영업,myeongdong,,PENDING_REVIEW
3010000-212-2024-00012,안스킨,facial,피부미용업,피부미용업,"서울특별시 중구 명동10길 19-3, 4층 401호 (명동2가)",서울특별시 중구 명동2가 3-3,,2024-11-18,영업,myeongdong,anskin-myeongdong,PENDING_REVIEW
3010000-212-2024-00018,에즈블랑(명동피부관리에즈블랑 롯데호텔 서울점),facial,피부미용업,피부미용업,"서울특별시 중구 을지로 30, 롯데호텔 7층 (소공동)",서울특별시 중구 소공동 1 롯데호텔,,2024-08-16,영업,myeongdong,,PENDING_REVIEW
3010000-212-2025-00001,히카리피부마사지,facial,피부미용업,피부미용업,"서울특별시 중구 명동8나길 18, 5층 502호 (충무로1가)",서울특별시 중구 충무로1가 22-4,023188328,2025-01-02,영업,myeongdong,,PENDING_REVIEW
3010000-212-2025-00006,리엔케이 을지로,facial,피부미용업,피부미용업,"서울특별시 중구 을지로 16, 프레지던트호텔 6층 701호 (을지로1가)",서울특별시 중구 을지로1가 188-3 프레지던트호텔,025484214,2025-05-08,영업,myeongdong,,PENDING_REVIEW
3010000-212-2025-00012,헤라스파에스테,facial,피부미용업,피부미용업,"서울특별시 중구 퇴계로 145, 세종호텔 2층 (충무로2가)",서울특별시 중구 충무로2가 61-3 세종호텔,,2025-11-19,영업,myeongdong,,PENDING_REVIEW
3010000-212-2026-00005,해피,facial,피부미용업,피부미용업,"서울특별시 중구 명동10길 17-1, 4층 (명동2가)",서울특별시 중구 명동2가 3-9,,2026-06-04,영업,myeongdong,,PENDING_REVIEW
3010000-212-2026-00008,코코리아 스파,facial,피부미용업,피부미용업,"서울특별시 중구 명동4길 17-1, 2층 (명동2가)",서울특별시 중구 명동2가 54-29,,2026-07-06,영업,myeongdong,,PENDING_REVIEW
3010000-213-1972-00002,마샬미용실,salon,일반미용업,종합미용업,서울특별시 중구 명동10길 15 (명동2가),서울특별시 중구 명동2가 3-6,027762839,1972-10-30,영업,myeongdong,,PENDING_REVIEW
3010000-213-2007-00001,아뜰리에 in 7,salon,일반미용업,종합미용업,"서울특별시 중구 명동10길 18, 5층 (명동2가)",서울특별시 중구 명동2가 32-17,027752005,2007-08-07,영업,myeongdong,,PENDING_REVIEW
3010000-213-2011-00008,현헤어비비디부,salon,일반미용업,종합미용업,"서울특별시 중구 을지로 16 (을지로1가,7층 806호)",서울특별시 중구 을지로1가 188-3 7층 806호,,2011-10-28,영업,myeongdong,,PENDING_REVIEW
3010000-213-2012-00005,B&F발란스#,facial,피부미용업,종합미용업,"서울특별시 중구 명동8가길 41, 4층 (명동2가, 제2호)",서울특별시 중구 명동2가 1-21 제2호 4층,023184171,2012-03-29,영업,myeongdong,,PENDING_REVIEW
3010000-213-2014-00015,오아시아 아로마,facial,피부미용업,종합미용업,"서울특별시 중구 명동길 36-1, 8층 (명동2가)",서울특별시 중구 명동2가 50-3 8층,027733008,2014-11-21,영업,myeongdong,,PENDING_REVIEW
3010000-213-2015-00004,박선생 헤드스파,salon,일반미용업,종합미용업,"서울특별시 중구 명동8가길 48, 4층 (충무로2가)",서울특별시 중구 충무로2가 61-9,027520306,2015-01-19,영업,myeongdong,,PENDING_REVIEW
3010000-213-2016-00002,손톱마녀,salon,기타,종합미용업,"서울특별시 중구 소공로 지하 58 (충무로1가, 회현지하상가 바열27호,사열1호)","서울특별시 중구 충무로1가 52-41 회현지하상가 바열27호,사열1호",,2016-04-11,영업,myeongdong,,PENDING_REVIEW
3010000-213-2017-00004,더 샵,nail_lash,네일아트업,종합미용업,"서울특별시 중구 소공로 지하 58 (충무로1가, 다열 5호 지하1층)",서울특별시 중구 충무로1가 52-41 다열 5호 지하1층,,2017-03-08,영업,myeongdong,,PENDING_REVIEW
3010000-213-2017-00008,굿모닝네일,nail_lash,네일아트업,종합미용업,"서울특별시 중구 을지로 258, 3층 (을지로6가)",서울특별시 중구 을지로6가 23-8,,2017-05-24,영업,myeongdong,,PENDING_REVIEW
3010000-213-2018-00003,자연주의 먹는펌헤어,salon,일반미용업,종합미용업,"서울특별시 중구 명동8길 21-5, 4층 (명동2가)",서울특별시 중구 명동2가 32-27 4층,,2018-01-22,영업,myeongdong,,PENDING_REVIEW
3010000-213-2018-00008,라라속눈썹,makeup,메이크업업,종합미용업,"서울특별시 중구 명동8길 43, 403호 (충무로2가)",서울특별시 중구 충무로2가 66-21,,2018-04-25,영업,myeongdong,,PENDING_REVIEW
3010000-213-2018-00010,쁘띠뷰티,facial,피부미용업,종합미용업,"서울특별시 중구 명동8나길 10, 1층 A-109호 (충무로1가)",서울특별시 중구 충무로1가 23-1,,2018-03-02,영업,myeongdong,,PENDING_REVIEW
3010000-213-2019-00007,WT-메소드 시청점,salon,일반미용업,종합미용업,"서울특별시 중구 남대문로9길 51, 효덕빌딩 5층 517호 (을지로1가)",서울특별시 중구 을지로1가 32 효덕빌딩,,2019-05-16,영업,myeongdong,,PENDING_REVIEW
3010000-213-2020-00002,미나미에스테,salon,일반미용업,종합미용업,"서울특별시 중구 명동8길 8-5, 5층 (명동2가)",서울특별시 중구 명동2가 51-14,027550555,2020-03-05,영업,myeongdong,,PENDING_REVIEW
3010000-213-2021-00003,블룸(BLOOM),salon,일반미용업,종합미용업,"서울특별시 중구 을지로44길 6-8, 3층 (을지로6가)",서울특별시 중구 을지로6가 23-3,,2021-02-09,영업,myeongdong,,PENDING_REVIEW
3010000-213-2021-00005,그린두피탈모센터 명동점,salon,일반미용업,종합미용업,"서울특별시 중구 퇴계로 109, 11층 (충무로1가)",서울특별시 중구 충무로1가 24-31,,2021-05-12,영업,myeongdong,,PENDING_REVIEW
3010000-213-2021-00006,유밀리,salon,기타,종합미용업,"서울특별시 중구 을지로42길 5, 3층 302호 (을지로6가)",서울특별시 중구 을지로6가 28,,2021-07-08,영업,myeongdong,,PENDING_REVIEW
3010000-213-2021-00009,유성희헤어,salon,기타,종합미용업,"서울특별시 중구 을지로 30, 롯데호텔 6층 (소공동)",서울특별시 중구 소공동 1 롯데호텔,,2021-11-19,영업,myeongdong,,PENDING_REVIEW
3010000-213-2022-00004,시크 뷰티,salon,기타,종합미용업,"서울특별시 중구 을지로 254, 302호 (을지로6가)",서울특별시 중구 을지로6가 23,,2022-03-29,영업,myeongdong,,PENDING_REVIEW
3010000-213-2024-00004,이가자 명동점,salon,일반미용업,종합미용업,"서울특별시 중구 명동8가길 22, 명동IB타워 3층 (충무로2가)",서울특별시 중구 충무로2가 63-5 명동IB타워,,2024-03-14,영업,myeongdong,,PENDING_REVIEW
3010000-213-2024-00006,에코쟈뎅,salon,일반미용업,종합미용업,"서울특별시 중구 명동8길 8-10, 3층 (명동2가)",서울특별시 중구 명동2가 50-11,,2024-05-16,영업,myeongdong,,PENDING_REVIEW
3010000-213-2024-00009,명동네일 제니뷰티,nail_lash,네일아트업,종합미용업,"서울특별시 중구 명동8길 43, 3층 302호 (충무로2가)",서울특별시 중구 충무로2가 66-22,,2024-10-15,영업,myeongdong,,PENDING_REVIEW
3010000-213-2026-00002,오프엠 네일,salon,기타,종합미용업,"서울특별시 중구 명동4길 40, 4층 (충무로1가)",서울특별시 중구 충무로1가 22-1,,2026-02-06,영업,myeongdong,,PENDING_REVIEW
3010000-213-2026-00003,네일온명동,salon,기타,종합미용업,"서울특별시 중구 을지로 지하 88, 을지로2구역지하쇼핑 을톡 8호 (을지로2가)",서울특별시 중구 을지로2가 149-10 을지로2구역지하쇼핑,,2026-03-10,영업,myeongdong,,PENDING_REVIEW
3010000-213-2026-00010,나나로그 명동점,salon,기타,종합미용업,"서울특별시 중구 명동길 32, 6층 (명동2가)",서울특별시 중구 명동2가 50-1,,2026-04-24,영업,myeongdong,,PENDING_REVIEW
3010000-213-2026-00012,모녹(monoc),salon,기타,종합미용업,"서울특별시 중구 명동8길 26, 5층 (명동2가)","서울특별시 중구 명동2가 52-2,18",,2026-05-21,영업,myeongdong,,PENDING_REVIEW
3010000-215-2015-00006,네사,nail_lash,네일아트업,네일미용업,"서울특별시 중구 명동2길 57, 8층 (충무로1가)",서울특별시 중구 충무로1가 24-28 8층,,2015-11-02,영업,myeongdong,,PENDING_REVIEW
3010000-215-2015-00008,네일애,nail_lash,네일아트업,네일미용업,"서울특별시 중구 장충단로 275, 3층 1호 (을지로6가, 두산타워)",서울특별시 중구 을지로6가 18-12 두산타워 3층 1호,0233984480,2015-11-30,영업,myeongdong,,PENDING_REVIEW
3010000-215-2016-00001,네일 싸롱,nail_lash,네일아트업,네일미용업,"서울특별시 중구 명동8길 48, 2층 (충무로1가)",서울특별시 중구 충무로1가 23-7,027551526,2016-01-22,영업,myeongdong,,PENDING_REVIEW
3010000-215-2016-00006,티파니,nail_lash,네일아트업,네일미용업,"서울특별시 중구 소공로 지하 58 (충무로1가, 회현지하상가 나열 14호)",서울특별시 중구 충무로1가 52-4,,2016-05-17,영업,myeongdong,,PENDING_REVIEW
3010000-215-2016-00015,나비,nail_lash,네일아트업,네일미용업,"서울특별시 중구 명동7길 19, 5층 505호 (을지로2가)",서울특별시 중구 을지로2가 199-41,,2016-10-06,영업,myeongdong,,PENDING_REVIEW
3010000-215-2019-00001,수네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 소공로 지하 58, 회현지하쇼핑센터 지하1층 아열14,15호 (충무로1가)",서울특별시 중구 충무로1가 52-41 회현지하쇼핑센터,027751447,2019-03-21,영업,myeongdong,,PENDING_REVIEW
3010000-215-2020-00001,릴리(LILY),nail_lash,네일아트업,네일미용업,"서울특별시 중구 을지로44길 21, 303호 (광희동1가)",서울특별시 중구 광희동1가 187-9,,2020-02-13,영업,myeongdong,,PENDING_REVIEW
3010000-215-2020-00002,라라 네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 명동9길 7, 2층 (명동1가)",서울특별시 중구 명동1가 32,,2020-03-17,영업,myeongdong,,PENDING_REVIEW
3010000-215-2022-00001,ㅎㅁ네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 장충단로13길 20, G-8호 (을지로6가)",서울특별시 중구 을지로6가 17-2,,2022-01-21,영업,myeongdong,,PENDING_REVIEW
3010000-215-2022-00009,케이뷰티(K-BEAUTY),nail_lash,네일아트업,네일미용업,"서울특별시 중구 명동4길 25, 1층 (명동2가)",서울특별시 중구 명동2가 53-1,,2022-12-21,영업,myeongdong,,PENDING_REVIEW
3010000-215-2023-00002,김믹네일(KIMMIKNAIL),nail_lash,네일아트업,네일미용업,"서울특별시 중구 장충단로 263, 13층 3-1호 (을지로6가)",서울특별시 중구 을지로6가 18-185,,2023-03-15,영업,myeongdong,,PENDING_REVIEW
3010000-215-2023-00004,안온네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 서애로1길 11, 1층 121호 (충무로5가)",서울특별시 중구 충무로5가 90,,2023-06-20,영업,myeongdong,,PENDING_REVIEW
3010000-215-2023-00005,코이(coey),nail_lash,네일아트업,네일미용업,"서울특별시 중구 을지로27길 31-1, 동아빌딩 4층 (주교동)",서울특별시 중구 주교동 110 동아빌딩,,2023-06-22,영업,myeongdong,,PENDING_REVIEW
3010000-215-2023-00009,꽁냥네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 장충단로 249-28, 3층 (을지로6가)",서울특별시 중구 을지로6가 18-82,0221382440,2023-11-27,영업,myeongdong,,PENDING_REVIEW
3010000-215-2024-00004,케이(K)-Top Nail,nail_lash,네일아트업,네일미용업,"서울특별시 중구 명동길 36-1, 7층 701호 (명동2가)",서울특별시 중구 명동2가 50-3,,2024-10-21,영업,myeongdong,,PENDING_REVIEW
3010000-215-2025-00002,지케이(GK)네일 그레이스켈리네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 장충단로13길 20, 현대시티타워 지하1층 (을지로6가)",서울특별시 중구 을지로6가 17-2 현대시티타워,0222832149,2025-03-05,영업,myeongdong,,PENDING_REVIEW
3010000-215-2025-00004,명동 수 네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 소공로 지하 58, 회현지하쇼핑센터 바열 5호 (충무로1가)",서울특별시 중구 충무로1가 52-41 회현지하쇼핑센터,,2025-04-08,영업,myeongdong,,PENDING_REVIEW
3010000-215-2026-00001,엘로아네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 을지로 지하 12, 시청광장지하쇼핑센터 607호 (을지로1가)",서울특별시 중구 을지로1가 50-1 시청광장지하쇼핑센터,,2026-02-03,영업,myeongdong,,PENDING_REVIEW
3010000-215-2026-00002,네일멜로디,nail_lash,네일아트업,네일미용업,"서울특별시 중구 소공로 지하 58, 회현지하쇼핑센터 가열 30,31호 (충무로1가)",서울특별시 중구 충무로1가 52-41 회현지하쇼핑센터,,2026-02-23,영업,myeongdong,,PENDING_REVIEW
3010000-215-2026-00004,효녀네일,nail_lash,네일아트업,네일미용업,"서울특별시 중구 을지로 지하 88, 을지로2구역지하쇼핑 을특15호 (을지로2가)",서울특별시 중구 을지로2가 149-10 을지로2구역지하쇼핑,,2026-03-24,영업,myeongdong,,PENDING_REVIEW
3010000-215-2026-00005,하트비트스튜디오,nail_lash,네일아트업,네일미용업,"서울특별시 중구 마른내로6길 38, 2층 (충무로4가)",서울특별시 중구 충무로4가 24,,2026-04-08,영업,myeongdong,,PENDING_REVIEW
3010000-217-2014-00004,나라네일(Nara nail),nail_lash,네일아트업,"일반미용업, 네일미용업","서울특별시 중구 장충단로 247, B2004호 (을지로6가, 굿모닝시티 )",서울특별시 중구 을지로6가 18-21,,2014-12-19,영업,myeongdong,,PENDING_REVIEW
3010000-217-2015-00001,더 네일 인명동(the NAIL inMYEONGDONG),nail_lash,네일아트업,"일반미용업, 네일미용업","서울특별시 중구 명동2길 56-1, 301호 (충무로1가, 동영빌딩)",서울특별시 중구 충무로1가 25-49 동영빌딩 301호,,2015-03-16,영업,myeongdong,,PENDING_REVIEW
3010000-218-2015-00006,앤올리브,facial,기타,"피부미용업, 네일미용업","서울특별시 중구 장충단로13길 20, 현대시티타워 14층 (을지로6가)",서울특별시 중구 을지로6가 17-2 현대시티타워,0226382604,2015-05-15,영업,myeongdong,,PENDING_REVIEW
3010000-218-2016-00005,크리스탈 손톱,nail_lash,네일아트업,"피부미용업, 네일미용업","서울특별시 중구 장충단로 275 (을지로6가, 4층 1호)",서울특별시 중구 을지로6가 18-12 4층 1호,,2016-11-17,영업,myeongdong,,PENDING_REVIEW
3010000-218-2022-00002,어니언앤코코넛,facial,피부미용업,"피부미용업, 네일미용업","서울특별시 중구 명동10길 19-3, 6층 (명동2가)",서울특별시 중구 명동2가 3-3,,2022-04-28,영업,myeongdong,,PENDING_REVIEW
3010000-218-2022-00003,아셀네일,nail_lash,네일아트업,"피부미용업, 네일미용업","서울특별시 중구 장충단로 253, 10층 11호 (을지로6가)",서울특별시 중구 을지로6가 18-35,,2022-05-23,영업,myeongdong,,PENDING_REVIEW
3010000-219-2017-00001,인더래쉬,makeup,메이크업업,화장ㆍ분장 미용업,"서울특별시 중구 수표로 18 (충무로3가, 4층)",서울특별시 중구 충무로3가 24-17 4층,,2017-11-28,영업,myeongdong,,PENDING_REVIEW
3010000-219-2019-00002,쏘울뷰티,makeup,메이크업업,화장ㆍ분장 미용업,"서울특별시 중구 을지로 157, 대림상가 8층 857-1호 (산림동)",서울특별시 중구 산림동 207-2 대림상가,,2019-09-16,영업,myeongdong,,PENDING_REVIEW
3010000-219-2022-00002,스튜디오777,makeup,메이크업업,화장ㆍ분장 미용업,"서울특별시 중구 을지로44길 10, 4층 (광희동1가)",서울특별시 중구 광희동1가 142,,2022-11-28,영업,myeongdong,,PENDING_REVIEW
3010000-219-2025-00002,온드컬러(Ond color),makeup,메이크업업,화장ㆍ분장 미용업,"서울특별시 중구 명동8가길 41, 3층 (명동2가)",서울특별시 중구 명동2가 1-21,,2025-05-16,영업,myeongdong,,PENDING_REVIEW
3010000-219-2025-00004,오련,makeup,메이크업업,화장ㆍ분장 미용업,"서울특별시 중구 수표로 48-10, 내2층 (을지로3가)",서울특별시 중구 을지로3가 344-13,,2025-06-24,영업,myeongdong,,PENDING_REVIEW
3010000-219-2025-00005,르네윤느(Lune Yune),makeup,메이크업업,화장ㆍ분장 미용업,"서울특별시 중구 충무로 3, 제지1층 제비118호 (필동1가)",서울특별시 중구 필동1가 43-1,,2025-11-07,영업,myeongdong,,PENDING_REVIEW
3010000-219-2026-00001,퍼스널컬러 메이크업 컬러홀릭 (명동점),makeup,메이크업업,화장ㆍ분장 미용업,"서울특별시 중구 삼일대로 301, 영미빌딩 201호 (충무로2가)",서울특별시 중구 충무로2가 60-4 영미빌딩,,2026-01-16,영업,myeongdong,,PENDING_REVIEW
3010000-219-2026-00002,하츠 명동,makeup,메이크업업,화장ㆍ분장 미용업,"서울특별시 중구 명동2길 53, 3층 301호 (충무로1가)",서울특별시 중구 충무로1가 24-19,,2026-05-19,영업,myeongdong,,PENDING_REVIEW
3010000-220-2013-00001,메이크업하우스,salon,일반미용업,"일반미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동4길 21, 2층 (명동2가)",서울특별시 중구 명동2가 54-31,025466662,2013-07-01,영업,myeongdong,,PENDING_REVIEW
3010000-220-2016-00001,김선영미용실,salon,일반미용업,"일반미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동10길 35-3, 5층 (충무로2가)",서울특별시 중구 충무로2가 3-35 5층,027539712,2016-02-16,영업,myeongdong,,PENDING_REVIEW
3010000-220-2022-00001,헤어 아르떼,salon,일반미용업,"일반미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동4길 37, 3층 (명동2가)",서울특별시 중구 명동2가 53-17,,2022-06-24,영업,myeongdong,,PENDING_REVIEW
3010000-221-2023-00001,해이:브제 스튜디오,facial,피부미용업,"피부미용업, 화장ㆍ분장 미용업","서울특별시 중구 을지로 114-6, 홍원빌딩 3층 (을지로3가)",서울특별시 중구 을지로3가 343-1 홍원빌딩,,2023-05-10,영업,myeongdong,,PENDING_REVIEW
3010000-221-2025-00001,컬러피윤,makeup,메이크업업,"피부미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동8길 8-11, 4층 (명동2가)",서울특별시 중구 명동2가 54-2,,2025-04-22,영업,myeongdong,,PENDING_REVIEW
3010000-221-2025-00002,어스(uhs),makeup,메이크업업,"피부미용업, 화장ㆍ분장 미용업","서울특별시 중구 을지로 230-1, 2층 (을지로5가)",서울특별시 중구 을지로5가 76-1,,2025-07-07,영업,myeongdong,,PENDING_REVIEW
3010000-222-2023-00001,탑브로우 앤 네일하트,nail_lash,네일아트업,"네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동길 47, 3층 (명동1가)",서울특별시 중구 명동1가 29-1,,2023-09-08,영업,myeongdong,,PENDING_REVIEW
3010000-222-2024-00002,9층네일&래쉬,nail_lash,네일아트업,"네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동10길 25-1, 3층 303호 (명동2가)",서울특별시 중구 명동2가 29-9,,2024-12-04,영업,myeongdong,,PENDING_REVIEW
3010000-222-2025-00001,에이탑네일,nail_lash,네일아트업,"네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동4길 12-1, 3층 (명동2가)",서울특별시 중구 명동2가 55-11,,2025-04-04,영업,myeongdong,,PENDING_REVIEW
3010000-223-2023-00001,바비네일,nail_lash,네일아트업,"일반미용업, 피부미용업, 네일미용업","서울특별시 중구 을지로44길 6-9, 4층 (광희동1가)",서울특별시 중구 광희동1가 135-2,,2023-02-03,영업,myeongdong,,PENDING_REVIEW
3010000-224-2019-00003,JS뷰티,facial,피부미용업,"일반미용업, 피부미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동8나길 2, 5층 (충무로1가)",서울특별시 중구 충무로1가 23-8,,2019-12-26,영업,myeongdong,,PENDING_REVIEW
3010000-225-2020-00003,와코(wacko),salon,일반미용업,"일반미용업, 네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 을지로12길 28, 1층 111,112호 (저동2가)",서울특별시 중구 저동2가 7-2,,2020-06-08,영업,myeongdong,,PENDING_REVIEW
3010000-225-2023-00002,헤어더뷰 명동점,salon,일반미용업,"일반미용업, 네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동10길 38, 3층 (명동2가)",서울특별시 중구 명동2가 31-5,,2023-07-21,영업,myeongdong,,PENDING_REVIEW
3010000-225-2026-00001,코코리아메이크업,salon,일반미용업,"일반미용업, 네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동4길 21, 1층 (명동2가)",서울특별시 중구 명동2가 54-31,,2026-06-30,영업,myeongdong,,PENDING_REVIEW
3010000-226-2020-00001,네일스퀘어,nail_lash,네일아트업,"피부미용업, 네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 남대문로 지하 72, 명동지하쇼핑센터 지하1층 마-5호 (남대문로2가)",서울특별시 중구 남대문로2가 9-9 명동지하쇼핑센터,023184200,2020-05-20,영업,myeongdong,,PENDING_REVIEW
3010000-226-2024-00001,수야디나 네일&래쉬,nail_lash,네일아트업,"피부미용업, 네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 충무로 36, 2층 (초동)",서울특별시 중구 초동 33-6,,2024-03-06,영업,myeongdong,,PENDING_REVIEW
3010000-226-2025-00001,지아네일,nail_lash,네일아트업,"피부미용업, 네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동10길 40, 6층 (충무로2가)",서울특별시 중구 충무로2가 66-5,,2025-03-28,영업,myeongdong,,PENDING_REVIEW
3010000-226-2025-00002,플레르쟈뎅 명동,facial,피부미용업,"피부미용업, 네일미용업, 화장ㆍ분장 미용업","서울특별시 중구 명동10길 7-9, T avenue 2층 (명동2가)",서울특별시 중구 명동2가 2-8 T avenue,,2025-05-08,영업,myeongdong,,PENDING_REVIEW
