관리번호,사업장명,category,업태구분명,위생업태명,도로명주소,지번주소,전화,인허가일자,영업상태,hub,existing_slug,status
3130000-211-2019-00105,뉴올,salon,일반미용업,일반미용업,"서울특별시 마포구 어울마당로 37, 2층 (서교동)",서울특별시 마포구 서교동 402-19 2층,,2019-11-22,영업,hongdae,,PENDING_REVIEW
3130000-211-2019-00106,헤리떼(heritte),salon,일반미용업,일반미용업,"서울특별시 마포구 월드컵북로4길 13, 2층 1호 (동교동)",서울특별시 마포구 동교동 203-18 2층 1호,,2019-08-12,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00001,유앤나헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로29길 56-6, 지하1층 (서교동)",서울특별시 마포구 서교동 330-39,,2020-01-03,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00005,헤어더뷰 (홍대점),salon,일반미용업,일반미용업,"서울특별시 마포구 홍익로 4, 아남빌딩 2,3층 (서교동)",서울특별시 마포구 서교동 344-13 아남빌딩,023323107,2020-01-09,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00010,도어,salon,일반미용업,일반미용업,"서울특별시 마포구 홍익로5안길 43, 2층 (서교동)",서울특별시 마포구 서교동 369-32,,2020-01-30,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00018,마리헤어(Mari Hair),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 54, 지상1층 가운데호 (합정동)",서울특별시 마포구 합정동 432-1,,2020-02-19,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00019,베이바이허슬기 블랑점,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로21길 4, 1,2층 (서교동)",서울특별시 마포구 서교동 358-30,,2020-02-20,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00025,주빈헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로18안길 20, 2층 202호 (동교동)",서울특별시 마포구 동교동 169-21,,2020-03-17,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00027,헤어바이 차유진,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로45길 32, 1층 (연남동)",서울특별시 마포구 연남동 239-12,,2020-03-31,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00029,홍대진아 미용실,salon,일반미용업,일반미용업,"서울특별시 마포구 독막로19길 45-5, 1층 (상수동)",서울특별시 마포구 상수동 93-30,,2020-04-14,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00031,하워드빌드(Haward Build),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로 92-15, 삼삼공빌딩 1층 일부호 (상수동)",서울특별시 마포구 상수동 330-8 삼삼공빌딩,,2020-04-24,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00033,까미오 미용실,salon,일반미용업,일반미용업,"서울특별시 마포구 홍익로 10, 지하1층 115호 (서교동, 서교푸르지오)",서울특별시 마포구 서교동 486 서교푸르지오,023337949,2020-05-06,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00035,소년이든가위,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로6길 92, 희성 3층 (합정동)",서울특별시 마포구 합정동 410-17 희성 3층 전체,0231443179,2020-05-08,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00038,멜카헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 연희로1길 51, 3층 302호 (연남동)",서울특별시 마포구 연남동 383-24 3층 302호,,2020-05-21,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00040,에이디피,salon,일반미용업,일반미용업,"서울특별시 마포구 토정로 28-8, 2층 (합정동)",서울특별시 마포구 합정동 198-27,,2020-05-28,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00041,컬러드바이,salon,일반미용업,일반미용업,"서울특별시 마포구 독막로14길 24, 1층 102호 (상수동)",서울특별시 마포구 상수동 325-2,,2020-01-22,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00056,꼼드쉐(CCOMDESCHE)헤어 합정역점,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로7길 3, 201호 (서교동)",서울특별시 마포구 서교동 393-1,023337709,2020-07-17,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00058,살롱 드 샤린,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로11길 28, 2층 201호 (상수동)",서울특별시 마포구 상수동 312-4,,2020-07-31,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00074,채윤 살롱,salon,일반미용업,일반미용업,"서울특별시 마포구 연남로3길 40, 1층 102호 (연남동)",서울특별시 마포구 연남동 562-37,,2020-09-08,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00077,하와이,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로52길 4-3, 지층 우측호 (연남동)",서울특별시 마포구 연남동 224-14 지층 우측,,2020-09-22,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00078,더부띠끄합정점,salon,일반미용업,일반미용업,"서울특별시 마포구 독막로3길 24-11, 1,2층 (서교동)",서울특별시 마포구 서교동 396-21,023373389,2020-09-23,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00081,호미방,salon,일반미용업,일반미용업,"서울특별시 마포구 독막로 67-10, 2층 (상수동)",서울특별시 마포구 상수동 316-12,023369570,2020-10-06,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00085,살롱드꼼 홍대,salon,일반미용업,일반미용업,"서울특별시 마포구 독막로7길 42, 가물빌딩 3층 (서교동)",서울특별시 마포구 서교동 404-19 가물빌딩,,2020-11-03,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00087,미츠모네,salon,일반미용업,일반미용업,"서울특별시 마포구 토정로3안길 25, 2층 (합정동)",서울특별시 마포구 합정동 367-15,023389291,2020-10-20,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00090,더 시즌,salon,일반미용업,일반미용업,"서울특별시 마포구 성미산로32길 24, 1층 (연남동)",서울특별시 마포구 연남동 239-33 1층,,2020-03-26,영업,hongdae,,PENDING_REVIEW
3130000-211-2020-00091,헤어바이율,salon,일반미용업,일반미용업,"서울특별시 마포구 잔다리로6길 20-8, 더스톤 3층 (서교동)",서울특별시 마포구 서교동 368-37 더스톤,,2020-03-03,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00001,매직팩토리,salon,일반미용업,일반미용업,"서울특별시 마포구 월드컵로3길 14, 상가동 1층 125호 (합정동, 마포 한강 2차 푸르지오)",서울특별시 마포구 합정동 473 마포 한강 2차 푸르지오 상가동 1층 125호,023327865,2021-01-04,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00003,테이크 루트(Take root),salon,일반미용업,일반미용업,"서울특별시 마포구 양화로23길 10-10, 2층 (동교동)",서울특별시 마포구 동교동 147-48,,2021-01-04,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00007,오아주헤어살롱,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 212-5, 2층 (동교동)",서울특별시 마포구 동교동 152-15,,2021-01-06,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00008,클레오헤어샵,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로29길 56, 1층 (서교동)",서울특별시 마포구 서교동 330-11,,2021-01-06,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00018,몽스타일,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로29길 51, 2층 (서교동)",서울특별시 마포구 서교동 333-5 2층 전체,,2021-02-01,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00019,샌디에고(sandy ego),salon,일반미용업,일반미용업,"서울특별시 마포구 어울마당로 96, 5층 501호 (서교동)",서울특별시 마포구 서교동 358-113,,2021-02-01,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00020,에드비X엑스이헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 259, 2층 (연남동)",서울특별시 마포구 연남동 229-34 2층 일부,0231441195,2021-02-09,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00021,에드비붙임머리 홍대점,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 259, 2층 (연남동)",서울특별시 마포구 연남동 229-34 2층 일부,0231441195,2021-02-16,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00022,탄(TAN)헤어스튜디오,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로41길 3, 4,5층 (연남동)",서울특별시 마포구 연남동 255-19,,2021-02-16,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00024,오브무아,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로23길 32-22, JC동교빌딩 201호 (동교동)",서울특별시 마포구 동교동 203-43 JC동교빌딩,,2021-02-22,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00026,올랑,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로8길 5, 소천빌딩 2층 (서교동)",서울특별시 마포구 서교동 395-46 소천빌딩 2층,,2021-02-26,영업,hongdae,olrang-hair-styling,PENDING_REVIEW
3130000-211-2021-00032,군띵 헤어샵,salon,일반미용업,일반미용업,"서울특별시 마포구 포은로 13, 1층 (합정동)",서울특별시 마포구 합정동 396-1 1층 일부(102호),,2021-03-16,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00034,와이즈현 헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로6길 91, 3층 (서교동)","서울특별시 마포구 서교동 401-17 , 3층",023389291,2021-03-17,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00042,레브(LEV),salon,일반미용업,일반미용업,"서울특별시 마포구 양화로21길 39, 2층 (동교동)",서울특별시 마포구 동교동 152-6 2층 전체,,2021-03-23,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00048,미네(meene),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로19길 42, 4층 (상수동)",서울특별시 마포구 상수동 88-19 4층,,2021-04-02,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00056,봉 살롱(BONG SALON),salon,일반미용업,일반미용업,"서울특별시 마포구 연남로 42, 코오롱하늘채아파트 상가비동 1층 111호 (연남동)",서울특별시 마포구 연남동 573 코오롱하늘채아파트 상가비동 1층 111호 전체,023222252,2021-04-27,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00061,오버랩(overlap),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로22길 38, 2층 (서교동)",서울특별시 마포구 서교동 464-28 2층,,2021-05-13,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00067,카브(Carve),salon,일반미용업,일반미용업,"서울특별시 마포구 연남로1길 47, 1층 101호 (연남동)",서울특별시 마포구 연남동 568-8 1층 101호 전체,,2021-06-03,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00069,라뮤어 합정점,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로12길 3, 수창빌딩 2층 (서교동)",서울특별시 마포구 서교동 480-6 수창빌딩 2층 전체,,2021-06-08,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00070,루미에르 붙임머리 홍대점,salon,일반미용업,일반미용업,"서울특별시 마포구 홍익로 10, 101동 1층 124호 (서교동, 서교푸르지오)",서울특별시 마포구 서교동 486 서교푸르지오,,2021-06-11,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00072,플레르하우스(Plaire Haus),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로19길 19, 서궁빌딩 2층 (상수동)",서울특별시 마포구 상수동 93-2 서궁빌딩,,2021-06-15,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00073,리어드,salon,일반미용업,일반미용업,"서울특별시 마포구 월드컵북로 13, 스마트 빌딩 4층 (서교동)",서울특별시 마포구 서교동 445-4 스마트 빌딩 4층 전체,,2021-06-16,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00078,샵꽁뜨 서교점,salon,일반미용업,일반미용업,"서울특별시 마포구 홍익로5길 25, 2층 (서교동)",서울특별시 마포구 서교동 355-27 2층 전체,,2021-06-24,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00090,젠트 서울(GENT SEOUL),salon,일반미용업,일반미용업,"서울특별시 마포구 신촌로4길 18, 2층 (동교동)",서울특별시 마포구 동교동 176-1 2층,,2021-08-18,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00097,탐닉(TAMNIK),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로 92-3, 태원빌딩 1층 (상수동)",서울특별시 마포구 상수동 330-2 태원빌딩,,2021-09-03,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00098,소원하길,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로29길 56-10, 4층 302호 (서교동)",서울특별시 마포구 서교동 330-54,,2021-09-03,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00103,어쏘(ASOOO),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로15길 3-12, 201호 (상수동)",서울특별시 마포구 상수동 313-3,,2021-10-01,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00107,헤어바이 랑희,salon,일반미용업,일반미용업,"서울특별시 마포구 홍익로 25, 2층 B02호 (서교동)",서울특별시 마포구 서교동 356-1 2층 B02호,,2021-10-21,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00108,형D 머리방,salon,일반미용업,일반미용업,"서울특별시 마포구 홍익로 25, 2층 B10호 (서교동)",서울특별시 마포구 서교동 356-1 2층 아데르 B10호,,2021-10-21,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00109,아르결 홍대점,salon,일반미용업,일반미용업,"서울특별시 마포구 어울마당로 130, 기린빌딩 2층 (서교동)",서울특별시 마포구 서교동 347-21 기린빌딩 2층 전체,,2021-11-01,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00110,누레터,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로12길 47, 3층 (서교동)",서울특별시 마포구 서교동 384-7 3층,,2021-11-04,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00111,희희,salon,일반미용업,일반미용업,서울특별시 마포구 성미산로23길 16-5 (신관)1층 (연남동),서울특별시 마포구 연남동 246-19,,2021-11-04,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00117,몬트(Montt),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로39길 4-13, 가야빌딩 2층 (연남동)",서울특별시 마포구 연남동 255-12 가야빌딩 2층,,2021-11-23,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00118,카이정헤어 맨즈 홍대상수점,salon,일반미용업,일반미용업,"서울특별시 마포구 어울마당로 40, 2층 (서교동)",서울특별시 마포구 서교동 411-15 2층 전체,,2021-11-25,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00121,에이엠톤 연남점,salon,일반미용업,일반미용업,"서울특별시 마포구 성미산로23길 20, 1, 2층 (연남동)","서울특별시 마포구 연남동 246-31 1층, 2층",,2021-12-09,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00123,온리유 헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 잔다리로 40, 2층 (서교동)",서울특별시 마포구 서교동 368-9 2층 전체,023326008,2021-12-17,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00124,도깨비 붙임머리 홍대점,salon,일반미용업,일반미용업,"서울특별시 마포구 어울마당로 100, 3층 (서교동)",서울특별시 마포구 서교동 358-65 3층 전체,028310375,2021-12-24,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00128,룸삼(ROOM3),salon,일반미용업,일반미용업,"서울특별시 마포구 성미산로 185, 1층 (연남동)",서울특별시 마포구 연남동 224-40 1층,,2021-05-14,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00130,쉬폰붙임머리&헤어홍대점,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 186, 2층 (동교동)",서울특별시 마포구 동교동 158-12 2층,,2021-09-29,영업,hongdae,,PENDING_REVIEW
3130000-211-2021-00131,라움살롱,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로 39-12, 3층 (상수동)",서울특별시 마포구 상수동 146-23,,2021-07-06,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00001,로이드밤 홍대,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로 124, 2층 (서교동)",서울특별시 마포구 서교동 354-19 2층 일부,,2022-01-11,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00002,비도트(b.),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로15길 3-7, 이현S 2층 (상수동)",서울특별시 마포구 상수동 314-5 이현S,,2022-01-24,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00006,스물유 홍대상수점,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로 30, 상수동 안생빌딩 1층 (상수동)","서울특별시 마포구 상수동 329-7 상수동 안생빌딩, 1층",0231443317,2022-03-17,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00010,유티온,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로17길 19-9, 2층 (서교동)",서울특별시 마포구 서교동 409-19,,2022-04-01,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00011,누스헤어(NOOS HAIR),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 209-4, 3층 (동교동)",서울특별시 마포구 동교동 198-13 3층 전체,,2022-04-04,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00012,서밋(Summit),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로3길 24, 1층 (서교동)",서울특별시 마포구 서교동 396-29 1층전체,,2022-04-12,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00013,마센느(Ma scene),salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로 169, 1층 (동교동)",서울특별시 마포구 동교동 182-7 1층,,2022-04-12,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00014,애드온 맨즈헤어(Add on men's hair),salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로 65, 4층 (서교동)",서울특별시 마포구 서교동 407-2,,2022-04-13,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00015,디어모아 헤어&붙임머리,salon,일반미용업,일반미용업,"서울특별시 마포구 연희로1길 22, 3층 (동교동)",서울특별시 마포구 동교동 113-32,,2022-04-28,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00016,에이아킨(aarkin),salon,일반미용업,일반미용업,"서울특별시 마포구 월드컵북로2길 11, 5층 (동교동)",서울특별시 마포구 동교동 161-5 5층 전체,,2022-04-29,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00017,리코너13(leecorner13),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로 25-1, 한벌빌딩 1,2층 (합정동)","서울특별시 마포구 합정동 413-1 한벌빌딩 1, 2층",,2022-05-02,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00021,우연,salon,일반미용업,일반미용업,"서울특별시 마포구 성미산로29길 35, 3층 302호 (연남동)",서울특별시 마포구 연남동 245-41 3층 일부(302호),,2022-05-17,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00022,오아헤어살롱(O:Ah hair salon),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로15길 13, 311-7빌딩 2층 (상수동)",서울특별시 마포구 상수동 311-7 311-7빌딩 2층,,2022-05-31,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00023,포우,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로27길 72, 1층 (연남동)",서울특별시 마포구 연남동 561-7 1층 일부(왼쪽),,2022-05-31,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00024,살롱 고요히,salon,일반미용업,일반미용업,"서울특별시 마포구 성미산로23길 10, 1층  일부층 (연남동)",서울특별시 마포구 연남동 249-8 1층 일부,,2022-06-08,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00025,어나더즈(AnotherZ),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로19길 12, 2층 (상수동)",서울특별시 마포구 상수동 94-12 2층,,2022-06-13,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00027,유아트헤어(U:ART Hair),salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로27길 79, 3층 (서교동)",서울특별시 마포구 서교동 346-2 3층,,2022-06-13,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00031,우아한(UAHAN)홍대합정점,salon,일반미용업,일반미용업,"서울특별시 마포구 잔다리로 21-1, 3층 (서교동)",서울특별시 마포구 서교동 405-5 3층,023327590,2022-06-29,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00037,"열두달, 오늘",salon,일반미용업,일반미용업,"서울특별시 마포구 어울마당로 52-1, 3층 (서교동)",서울특별시 마포구 서교동 408-12 3층,,2022-07-13,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00038,비오헤어(VIO Hair),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로27길 81, 1층 좌측층 (연남동)",서울특별시 마포구 연남동 562-25 1층 좌측,,2022-07-14,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00042,버닝데이,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 262, 4층 (연남동)",서울특별시 마포구 연남동 228-23 4층,,2022-07-28,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00044,엘로디 헤어(ELODIE HAIR),salon,일반미용업,일반미용업,"서울특별시 마포구 월드컵북로5길 68, 1층 106호 (서교동, 광남벨라스2차아파트)",서울특별시 마포구 서교동 458-22 광남벨라스2차아파트 1층 106호 전체,,2022-08-10,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00049,뮤트모드(MUTEMODE),salon,일반미용업,일반미용업,"서울특별시 마포구 독막로15길 13-6, 2층 (상수동)",서울특별시 마포구 상수동 311-4,,2022-09-01,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00052,파커(Pake) 헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로6길 99-7, 서교빌딩 3층 (서교동)",서울특별시 마포구 서교동 402-8 서교빌딩 3층,,2022-09-28,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00053,살롱 스테이,salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 256-3, 미소빌딩 2층 (연남동)",서울특별시 마포구 연남동 228-34 미소빌딩,,2022-10-04,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00057,츠우타츠,salon,일반미용업,일반미용업,"서울특별시 마포구 성미산로29안길 29, B102호호 (연남동)",서울특별시 마포구 연남동 241-80 B102호호,,2022-10-26,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00059,프롬에이 합정상수점,salon,일반미용업,일반미용업,"서울특별시 마포구 독막로 90, 균빌딩 2층 (상수동)",서울특별시 마포구 상수동 329-2 균빌딩 2층,,2022-11-02,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00061,퍼플잇(purple it),salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로29다길 25, 103호 (서교동)",서울특별시 마포구 서교동 335-20,,2022-11-17,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00066,기프티드,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로33길 37, 101호 (서교동)",서울특별시 마포구 서교동 328-67 101호,,2022-11-22,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00067,지야(ZIYA),salon,일반미용업,일반미용업,"서울특별시 마포구 양화로6길 102, 정원빌딩 2층 201호 (합정동)",서울특별시 마포구 합정동 410-21 정원빌딩 201호,,2022-12-01,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00068,더가든헤어(The Garden Hair),salon,일반미용업,일반미용업,"서울특별시 마포구 월드컵로 64, 1층 102호 (서교동)",서울특별시 마포구 서교동 476-14 102호,,2022-12-01,영업,hongdae,,PENDING_REVIEW
3130000-211-2022-00075,자라라 붙임머리 홍대점,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로29마길 10, 3층 (서교동)","서울특별시 마포구 서교동 332-7 , 3층",,2022-12-29,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00003,악티(ACTI),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 99, C&L빌딩 1층 일부층 (서교동)",서울특별시 마포구 서교동 479-4 C&L빌딩 1층 일부,,2023-01-09,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00004,하이니헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로 156, LG팰리스빌딩 1층 109호 (동교동)",서울특별시 마포구 동교동 165-8 LG팰리스빌딩,,2023-01-16,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00006,카이정헤어 마포합정역점,salon,일반미용업,일반미용업,"서울특별시 마포구 양화로6길 32, 1층 (합정동)",서울특별시 마포구 합정동 413-18 1층,,2023-01-27,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00007,헤어모락,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로23길 9, 칼리오페 305호 (서교동)",서울특별시 마포구 서교동 344-6 칼리오페 305호,023329718,2023-01-27,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00008,헤어모락2,salon,일반미용업,일반미용업,"서울특별시 마포구 와우산로23길 9, 칼리오페 305호 (서교동)",서울특별시 마포구 서교동 344-6 칼리오페 305호,,2023-01-27,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00009,샵꽁뜨 홍대합정역점,salon,일반미용업,일반미용업,"서울특별시 마포구 잔다리로 63, 2층 (서교동)",서울특별시 마포구 서교동 377-25,,2023-01-30,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00010,쓰리윅스(3WEEKS),salon,일반미용업,일반미용업,"서울특별시 마포구 토정로 17-9, 1층 (합정동)",서울특별시 마포구 합정동 369-38 1층,,2023-02-09,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00012,하티살롱,salon,일반미용업,일반미용업,"서울특별시 마포구 토정로3안길 2, 1층 우측호 (합정동)",서울특별시 마포구 합정동 368-6 1층 우측호,,2023-02-17,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00013,노마즈(NOMAZ),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로23길 6, 달리빌딩 1층 (동교동)",서울특별시 마포구 동교동 201-18 달리빌딩 1층,,2023-02-23,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00015,이음붙임머리공작소,salon,일반미용업,일반미용업,"서울특별시 마포구 어울마당로 146, 3층 (서교동)",서울특별시 마포구 서교동 331-21 3층 전부,,2023-03-02,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00017,에이메르 헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 성미산로29길 32, 2층 (연남동)",서울특별시 마포구 연남동 241-47,,2023-03-07,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00019,모노톤(MONO TONE),salon,일반미용업,일반미용업,"서울특별시 마포구 양화로 100-10, 다내리빌딩 2,3층 (서교동)","서울특별시 마포구 서교동 372-5 다내리빌딩 2,3층",,2023-03-13,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00024,아르투(ARXTU),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 174, 청하빌딩 2층 (동교동)",서울특별시 마포구 동교동 161-7 청하빌딩 2층 전체,,2023-03-24,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00030,아트아띠(Art Atti),salon,일반미용업,일반미용업,"서울특별시 마포구 어울마당로 19, 2층 (합정동)",서울특별시 마포구 합정동 356-5,,2023-05-09,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00031,오뷰(OVU),salon,일반미용업,일반미용업,"서울특별시 마포구 동교로 183-7, 1~2층 (동교동)","서울특별시 마포구 동교동 201-43 , 1~2층",,2023-05-16,영업,hongdae,,PENDING_REVIEW
3130000-211-2023-00032,르로헤어,salon,일반미용업,일반미용업,"서울특별시 마포구 성미산로26길 27, 1층 (연남동)",서울특별시 마포구 연남동 257-2,,2023-05-16,영업,hongdae,,PENDING_REVIEW
